발생월,발생일,시도,시군구,사고건수,사망자수,중상자수,경상자수,부상신고자수
01,01,서울,중구,3,0,0,2,1
01,01,서울,용산구,4,0,1,3,0
01,01,서울,성동구,1,0,1,0,0
01,01,서울,동대문구,2,0,1,1,0
01,01,서울,도봉구,5,0,4,1,0
01,01,서울,은평구,3,0,1,2,0
01,01,서울,서대문구,1,0,1,1,0
01,01,서울,마포구,2,0,1,1,1
01,01,서울,강서구,1,0,1,0,0
01,01,서울,구로구,2,0,1,1,0
01,01,서울,영등포구,3,0,0,2,1
01,01,서울,동작구,2,0,1,1,0
01,01,서울,관악구,3,0,0,4,0
01,01,서울,강남구,9,0,1,14,0
01,01,서울,강동구,2,0,0,5,0
01,01,서울,송파구,7,0,4,8,0
01,01,서울,서초구,2,0,1,6,0
01,01,서울,중랑구,3,0,1,4,0
01,01,서울,노원구,6,0,0,8,3
01,01,서울,강북구,4,0,1,4,1
01,01,서울,금천구,1,0,0,0,1
01,01,부산,영도구,1,0,0,2,0
01,01,부산,부산진구,4,0,1,3,0
01,01,부산,동래구,2,0,0,3,0
01,01,부산,남구,1,0,0,1,0
01,01,부산,해운대구,1,0,1,2,0
01,01,부산,사하구,3,0,2,1,0
01,01,부산,강서구,3,0,5,2,0
01,01,부산,수영구,3,0,1,2,0
01,01,부산,사상구,1,0,0,1,0
01,01,부산,기장군,5,1,0,11,0
01,01,경기,수원시,13,0,4,13,1
01,01,경기,성남시,6,0,2,6,0
01,01,경기,의정부시,1,0,0,1,0
01,01,경기,안양시,1,0,0,1,0
01,01,경기,부천시,7,0,2,5,1
01,01,경기,안산시,6,0,1,8,3
01,01,경기,평택시,5,0,2,4,0
01,01,경기,구리시,1,0,1,1,0
01,01,경기,화성시,6,0,4,5,0
01,01,경기,시흥시,4,0,0,5,0
01,01,경기,파주시,3,0,0,3,0
01,01,경기,고양시,8,0,0,17,1
01,01,경기,광주시,2,0,0,2,0
01,01,경기,연천군,1,1,0,0,0
01,01,경기,포천시,4,0,0,6,4
01,01,경기,가평군,1,0,0,1,0
01,01,경기,양평군,1,0,0,1,1
01,01,경기,이천시,3,0,1,3,0
01,01,경기,용인시,8,0,1,8,0
01,01,경기,안성시,2,0,0,2,0
01,01,경기,김포시,7,0,3,7,0
01,01,경기,동두천시,1,0,0,2,0
01,01,경기,과천시,1,0,0,1,0
01,01,경기,군포시,2,0,0,1,1
01,01,경기,남양주시,6,0,2,8,0
01,01,경기,오산시,3,0,0,3,0
01,01,강원,춘천시,1,0,1,1,0
01,01,강원,원주시,3,0,2,3,0
01,01,강원,강릉시,4,0,3,4,0
01,01,강원,속초시,2,0,0,6,0
01,01,강원,삼척시,2,0,0,2,0
01,01,강원,홍천군,1,0,1,0,0
01,01,강원,정선군,1,0,0,1,0
01,01,강원,양양군,1,0,0,2,0
01,01,충북,청주시,3,0,3,0,0
01,01,충북,충주시,4,0,2,8,0
01,01,충북,제천시,1,0,0,2,0
01,01,충북,보은군,1,0,0,1,0
01,01,충북,진천군,1,0,0,1,0
01,01,충북,단양군,1,0,0,1,0
01,01,충남,천안시,7,0,2,6,1
01,01,충남,아산시,5,0,2,7,0
01,01,충남,보령시,1,0,0,1,0
01,01,충남,서산시,1,0,0,3,0
01,01,충남,논산시,2,0,2,1,0
01,01,충남,홍성군,1,0,0,2,0
01,01,전북,전주시,5,1,1,4,0
01,01,전북,군산시,1,0,1,0,0
01,01,전북,익산시,3,0,0,3,0
01,01,전남,목포시,2,0,0,3,0
01,01,전남,여수시,2,0,4,1,0
01,01,전남,순천시,3,1,0,6,1
01,01,전남,나주시,2,0,0,2,0
01,01,전남,광양시,4,0,2,2,0
01,01,전남,담양군,1,0,0,4,0
01,01,전남,보성군,2,0,0,3,0
01,01,전남,화순군,1,0,3,2,0
01,01,전남,강진군,1,0,0,5,0
01,01,전남,영암군,1,0,0,2,0
01,01,전남,함평군,1,0,0,0,1
01,01,전남,장성군,1,0,1,0,0
01,01,전남,진도군,1,0,0,1,0
01,01,경북,포항시,5,0,3,7,0
01,01,경북,경주시,4,0,1,7,0
01,01,경북,김천시,1,0,0,1,0
01,01,경북,안동시,2,0,1,2,0
01,01,경북,구미시,7,0,1,7,1
01,01,경북,영주시,1,0,1,0,0
01,01,경북,상주시,2,0,1,2,0
01,01,경북,영덕군,2,0,0,4,0
01,01,경북,청도군,1,0,0,1,0
01,01,경북,칠곡군,1,0,0,2,0
01,01,경북,봉화군,1,0,1,0,0
01,01,경북,경산시,1,0,1,0,0
01,01,경남,진주시,2,0,0,4,0
01,01,경남,김해시,3,0,2,1,0
01,01,경남,밀양시,1,0,0,1,0
01,01,경남,거제시,1,0,0,1,0
01,01,경남,창녕군,1,0,0,1,0
01,01,경남,양산시,3,0,2,2,2
01,01,경남,사천시,3,0,0,3,0
01,01,경남,산청군,2,0,1,1,0
01,01,경남,창원시(통합),5,0,1,5,0
01,01,제주,제주시,4,0,3,4,0
01,01,제주,서귀포시,4,0,2,9,2
01,01,대구,중구,3,0,2,3,0
01,01,대구,동구,1,0,1,0,0
01,01,대구,서구,1,0,1,0,0
01,01,대구,북구,3,0,0,8,0
01,01,대구,수성구,4,0,1,4,0
01,01,대구,달서구,8,0,3,9,0
01,01,인천,중구,2,0,1,3,0
01,01,인천,동구,1,0,0,1,0
01,01,인천,미추홀구,2,0,0,2,0
01,01,인천,부평구,2,0,0,4,0
01,01,인천,남동구,2,0,0,2,0
01,01,인천,서구,2,0,0,4,0
01,01,인천,계양구,1,0,0,1,0
01,01,광주,동구,2,0,1,5,0
01,01,광주,서구,2,0,1,1,1
01,01,광주,북구,1,0,1,0,0
01,01,광주,광산구,4,0,1,4,0
01,01,광주,남구,1,0,0,1,0
01,01,대전,동구,2,0,1,2,0
01,01,대전,서구,2,0,0,5,0
01,01,대전,대덕구,3,0,1,5,0
01,01,울산,중구,3,0,2,3,0
01,01,울산,남구,5,0,1,7,0
01,01,울산,동구,2,0,0,3,0
01,01,울산,북구,2,0,1,1,0
01,02,서울,종로구,2,0,1,2,0
01,02,서울,용산구,1,0,0,1,0
01,02,서울,성동구,2,0,0,2,0
01,02,서울,동대문구,2,0,0,1,1
01,02,서울,성북구,1,0,1,0,0
01,02,서울,도봉구,3,0,1,3,0
01,02,서울,은평구,2,0,1,2,0
01,02,서울,서대문구,4,1,0,2,1
01,02,서울,마포구,4,0,2,7,0
01,02,서울,강서구,2,0,1,1,0
01,02,서울,구로구,2,0,1,1,0
01,02,서울,영등포구,6,0,3,6,1
01,02,서울,동작구,3,0,1,3,1
01,02,서울,관악구,3,0,0,3,0
01,02,서울,강남구,3,0,0,4,0
01,02,서울,강동구,5,0,3,13,0
01,02,서울,송파구,6,0,1,5,0
01,02,서울,서초구,4,0,1,6,0
01,02,서울,양천구,2,0,1,1,0
01,02,서울,중랑구,3,0,1,1,1
01,02,서울,노원구,5,0,1,5,1
01,02,서울,광진구,4,0,1,3,0
01,02,서울,강북구,1,0,0,1,0
01,02,서울,금천구,2,0,0,2,0
01,02,부산,서구,3,0,1,1,1
01,02,부산,동구,2,0,2,0,0
01,02,부산,부산진구,2,0,1,1,0
01,02,부산,동래구,1,0,1,0,0
01,02,부산,남구,1,0,0,1,0
01,02,부산,해운대구,3,0,1,4,0
01,02,부산,사하구,3,0,0,4,1
01,02,부산,금정구,3,0,2,2,0
01,02,부산,강서구,2,0,3,1,0
01,02,부산,수영구,1,0,1,0,0
01,02,부산,사상구,3,0,1,3,0
01,02,부산,기장군,2,1,0,3,0
01,02,경기,수원시,13,0,2,22,0
01,02,경기,성남시,3,0,0,2,1
01,02,경기,의정부시,7,0,2,8,0
01,02,경기,안양시,1,0,0,2,0
01,02,경기,부천시,5,0,1,7,0
01,02,경기,안산시,7,0,1,8,0
01,02,경기,평택시,4,0,0,6,0
01,02,경기,구리시,3,0,1,5,0
01,02,경기,양주시,2,0,1,2,0
01,02,경기,여주시,1,0,1,0,0
01,02,경기,화성시,5,0,2,5,0
01,02,경기,시흥시,4,0,1,6,1
01,02,경기,파주시,5,0,2,4,0
01,02,경기,고양시,14,0,2,18,4
01,02,경기,광주시,8,0,1,14,0
01,02,경기,포천시,1,0,0,3,0
01,02,경기,이천시,6,0,2,9,0
01,02,경기,용인시,12,0,4,26,1
01,02,경기,안성시,2,0,1,4,1
01,02,경기,김포시,3,0,0,8,0
01,02,경기,군포시,3,0,0,1,2
01,02,경기,남양주시,3,0,1,4,1
01,02,경기,오산시,2,0,0,3,0
01,02,경기,의왕시,1,0,1,8,0
01,02,경기,하남시,2,0,0,2,0
01,02,강원,춘천시,4,0,0,8,1
01,02,강원,원주시,2,0,1,1,0
01,02,강원,강릉시,1,0,0,1,0
01,02,강원,속초시,1,0,0,1,0
01,02,강원,영월군,1,0,0,1,0
01,02,강원,평창군,1,0,1,9,0
01,02,강원,화천군,1,0,0,2,1
01,02,강원,양양군,1,0,0,2,0
01,02,충북,청주시,11,0,4,15,0
01,02,충북,충주시,2,0,0,2,1
01,02,충북,제천시,2,0,0,2,0
01,02,충북,음성군,1,0,4,0,0
01,02,충남,천안시,6,0,0,8,0
01,02,충남,아산시,3,0,2,2,0
01,02,충남,보령시,1,0,1,0,0
01,02,충남,공주시,1,0,0,1,1
01,02,충남,금산군,1,0,0,3,0
01,02,충남,태안군,3,0,1,4,0
01,02,전북,전주시,4,0,0,6,0
01,02,전북,정읍시,4,0,1,5,0
01,02,전북,김제시,1,0,1,2,1
01,02,전북,순창군,1,0,0,1,0
01,02,전북,익산시,2,0,0,3,0
01,02,전남,목포시,1,0,0,3,1
01,02,전남,여수시,3,0,1,3,0
01,02,전남,순천시,3,0,1,0,2
01,02,전남,광양시,1,0,1,1,0
01,02,전남,장흥군,1,0,0,1,0
01,02,전남,영암군,2,0,0,3,0
01,02,전남,무안군,3,0,1,5,0
01,02,전남,함평군,1,0,0,0,1
01,02,전남,영광군,1,0,2,0,0
01,02,전남,완도군,1,0,0,1,0
01,02,경북,포항시,3,0,1,2,0
01,02,경북,경주시,2,0,0,3,0
01,02,경북,구미시,1,0,1,0,0
01,02,경북,영천시,1,0,0,1,0
01,02,경북,예천군,1,0,1,0,0
01,02,경북,경산시,1,0,0,1,0
01,02,경남,통영시,1,0,1,1,0
01,02,경남,김해시,3,0,0,4,1
01,02,경남,밀양시,1,0,0,1,0
01,02,경남,거제시,1,0,1,3,0
01,02,경남,함안군,3,0,2,2,0
01,02,경남,양산시,4,0,1,6,1
01,02,경남,하동군,1,0,0,1,0
01,02,경남,산청군,2,0,0,2,0
01,02,경남,함양군,1,0,1,0,1
01,02,경남,창원시(통합),6,0,2,4,1
01,02,제주,제주시,4,0,0,3,1
01,02,대구,중구,3,0,1,2,0
01,02,대구,남구,4,0,1,5,0
01,02,대구,북구,3,0,1,7,0
01,02,대구,수성구,4,0,1,6,0
01,02,대구,달서구,7,0,2,10,0
01,02,대구,달성군,1,0,0,1,0
01,02,인천,중구,1,0,1,0,0
01,02,인천,미추홀구,3,1,1,1,0
01,02,인천,부평구,3,0,0,3,0
01,02,인천,남동구,1,0,1,0,0
01,02,인천,서구,3,0,0,6,0
01,02,인천,계양구,3,0,1,2,1
01,02,인천,강화군,1,0,0,2,0
01,02,광주,동구,1,0,0,1,0
01,02,광주,서구,3,0,0,7,0
01,02,광주,북구,4,0,0,5,0
01,02,광주,광산구,7,0,0,11,1
01,02,대전,동구,4,0,3,1,0
01,02,대전,서구,4,0,1,3,0
01,02,대전,유성구,2,0,0,4,0
01,02,울산,중구,1,0,1,0,0
01,02,울산,동구,2,0,0,2,0
01,02,울산,북구,2,0,1,1,0
01,02,세종,세종시,1,0,1,0,0
01,03,서울,종로구,5,0,2,5,2
01,03,서울,중구,3,0,0,2,1
01,03,서울,용산구,5,0,0,4,2
01,03,서울,성동구,5,0,2,4,0
01,03,서울,동대문구,6,0,3,2,1
01,03,서울,성북구,2,0,0,2,0
01,03,서울,도봉구,4,0,1,3,0
01,03,서울,은평구,2,0,0,4,0
01,03,서울,서대문구,2,0,2,0,1
01,03,서울,마포구,2,0,0,4,0
01,03,서울,강서구,6,0,2,5,1
01,03,서울,구로구,8,0,5,3,0
01,03,서울,영등포구,9,1,0,10,0
01,03,서울,동작구,2,0,0,2,0
01,03,서울,관악구,7,0,1,8,1
01,03,서울,강남구,9,0,1,8,0
01,03,서울,강동구,7,0,5,8,1
01,03,서울,송파구,11,0,6,6,1
01,03,서울,서초구,7,0,3,7,1
01,03,서울,양천구,6,0,2,4,0
01,03,서울,중랑구,9,0,4,6,0
01,03,서울,노원구,5,0,0,8,0
01,03,서울,광진구,3,0,0,3,0
01,03,서울,강북구,3,0,0,3,0
01,03,서울,금천구,2,0,2,0,0
01,03,부산,중구,1,0,0,1,0
01,03,부산,동구,2,0,1,1,1
01,03,부산,부산진구,5,0,2,4,0
01,03,부산,남구,3,0,0,4,0
01,03,부산,해운대구,2,0,0,3,0
01,03,부산,사하구,3,0,3,0,0
01,03,부산,금정구,1,0,1,1,0
01,03,부산,강서구,6,0,3,5,2
01,03,부산,연제구,2,0,0,2,0
01,03,부산,수영구,5,0,1,4,0
01,03,부산,사상구,2,0,2,1,0
01,03,경기,수원시,11,0,1,15,0
01,03,경기,성남시,13,1,4,20,0
01,03,경기,의정부시,6,0,2,5,0
01,03,경기,안양시,3,0,1,1,1
01,03,경기,부천시,12,0,3,12,1
01,03,경기,안산시,4,0,0,5,0
01,03,경기,평택시,13,0,3,12,1
01,03,경기,구리시,4,0,1,4,0
01,03,경기,양주시,2,0,0,2,1
01,03,경기,여주시,2,0,1,3,0
01,03,경기,화성시,12,0,3,12,0
01,03,경기,시흥시,10,1,0,9,1
01,03,경기,파주시,7,0,2,6,0
01,03,경기,고양시,14,0,1,17,1
01,03,경기,광주시,5,0,0,8,1
01,03,경기,포천시,4,0,0,7,0
01,03,경기,양평군,1,0,0,1,0
01,03,경기,이천시,4,0,2,5,0
01,03,경기,용인시,16,0,0,18,2
01,03,경기,김포시,9,0,1,18,0
01,03,경기,동두천시,1,0,0,5,0
01,03,경기,군포시,3,0,3,6,3
01,03,경기,남양주시,3,0,1,2,0
01,03,경기,오산시,4,0,0,8,1
01,03,경기,의왕시,1,0,0,1,1
01,03,경기,하남시,5,0,1,7,0
01,03,강원,춘천시,8,0,1,10,0
01,03,강원,원주시,4,0,2,5,0
01,03,강원,동해시,3,0,0,3,0
01,03,강원,강릉시,1,1,0,0,0
01,03,강원,태백시,3,0,0,2,2
01,03,강원,삼척시,1,0,1,0,0
01,03,강원,정선군,1,0,0,2,0
01,03,강원,철원군,1,0,0,1,0
01,03,강원,화천군,1,0,1,0,0
01,03,충북,청주시,8,1,0,7,0
01,03,충북,충주시,3,0,0,6,0
01,03,충북,제천시,1,0,0,2,0
01,03,충북,진천군,3,0,1,2,1
01,03,충북,음성군,3,0,1,2,0
01,03,충북,증평군,1,0,0,2,0
01,03,충남,천안시,10,0,4,7,0
01,03,충남,아산시,3,0,0,11,0
01,03,충남,보령시,1,0,1,0,0
01,03,충남,공주시,1,0,0,2,0
01,03,충남,서산시,4,0,3,4,0
01,03,충남,태안군,2,0,0,3,1
01,03,충남,부여군,1,0,1,0,0
01,03,충남,청양군,2,0,3,1,0
01,03,충남,당진시,2,0,0,2,0
01,03,전북,전주시,7,0,1,9,0
01,03,전북,군산시,2,0,1,1,0
01,03,전북,정읍시,1,0,0,1,0
01,03,전북,무주군,1,0,2,0,0
01,03,전북,장수군,1,0,0,1,0
01,03,전북,익산시,1,0,0,2,0
01,03,전남,목포시,3,0,0,6,0
01,03,전남,여수시,5,0,1,6,0
01,03,전남,광양시,4,0,0,3,1
01,03,전남,담양군,2,0,1,1,0
01,03,전남,구례군,1,0,1,0,0
01,03,전남,고흥군,1,0,0,2,0
01,03,전남,화순군,1,0,1,2,0
01,03,전남,장흥군,1,0,1,1,0
01,03,전남,무안군,2,0,0,4,0
01,03,전남,장성군,1,0,0,1,0
01,03,경북,포항시,7,0,1,9,0
01,03,경북,경주시,3,0,1,2,0
01,03,경북,김천시,3,0,2,1,0
01,03,경북,안동시,3,0,1,3,2
01,03,경북,구미시,5,0,1,5,0
01,03,경북,영주시,1,0,0,3,0
01,03,경북,영천시,2,0,0,2,0
01,03,경북,상주시,3,0,2,1,0
01,03,경북,청도군,1,0,1,0,0
01,03,경북,성주군,2,0,1,2,0
01,03,경북,울진군,1,1,0,0,0
01,03,경북,경산시,5,0,2,3,0
01,03,경남,진주시,1,0,1,0,0
01,03,경남,통영시,1,0,1,0,0
01,03,경남,김해시,8,0,3,7,1
01,03,경남,밀양시,2,0,1,1,0
01,03,경남,거제시,2,0,1,2,0
01,03,경남,함안군,1,0,1,0,0
01,03,경남,양산시,2,0,1,1,0
01,03,경남,고성군,2,1,1,1,0
01,03,경남,사천시,2,0,2,2,0
01,03,경남,남해군,2,0,3,2,0
01,03,경남,합천군,1,0,2,2,0
01,03,경남,창원시(통합),10,0,4,10,0
01,03,제주,제주시,7,0,2,4,3
01,03,제주,서귀포시,5,0,1,7,0
01,03,대구,중구,1,0,0,1,0
01,03,대구,동구,4,0,2,5,0
01,03,대구,서구,3,0,1,3,0
01,03,대구,북구,3,0,1,2,0
01,03,대구,수성구,4,0,1,6,3
01,03,대구,달서구,16,0,5,20,2
01,03,대구,달성군,2,0,0,2,0
01,03,인천,중구,2,0,0,3,0
01,03,인천,동구,1,0,1,1,0
01,03,인천,미추홀구,4,0,0,3,1
01,03,인천,부평구,5,0,0,5,0
01,03,인천,남동구,5,0,2,3,1
01,03,인천,서구,5,0,0,5,0
01,03,인천,계양구,3,0,0,3,0
01,03,인천,강화군,1,0,1,0,0
01,03,광주,동구,4,0,2,3,0
01,03,광주,서구,3,0,1,3,0
01,03,광주,북구,3,0,0,3,0
01,03,광주,광산구,6,0,0,12,1
01,03,광주,남구,2,0,0,3,0
01,03,대전,동구,2,0,0,4,0
01,03,대전,중구,4,0,1,3,0
01,03,대전,서구,7,0,5,7,0
01,03,대전,유성구,3,0,0,8,0
01,03,대전,대덕구,3,0,1,3,0
01,03,울산,중구,5,0,2,7,0
01,03,울산,남구,3,0,1,3,0
01,03,울산,동구,2,0,1,5,0
01,03,울산,북구,2,0,0,2,1
01,03,울산,울주군,3,0,1,4,0
01,03,세종,세종시,2,0,0,2,0
01,04,서울,종로구,3,0,0,2,1
01,04,서울,중구,7,0,1,6,1
01,04,서울,용산구,5,0,1,4,0
01,04,서울,성동구,2,0,0,2,0
01,04,서울,동대문구,5,0,2,2,1
01,04,서울,성북구,2,0,1,1,0
01,04,서울,은평구,1,0,0,1,0
01,04,서울,마포구,1,0,1,0,0
01,04,서울,강서구,3,0,0,3,0
01,04,서울,구로구,2,0,1,1,0
01,04,서울,영등포구,7,0,3,7,0
01,04,서울,동작구,5,0,1,4,0
01,04,서울,관악구,2,0,0,2,0
01,04,서울,강남구,7,0,1,5,2
01,04,서울,강동구,4,0,0,11,0
01,04,서울,송파구,6,0,2,13,0
01,04,서울,서초구,1,0,1,1,0
01,04,서울,양천구,2,0,0,2,0
01,04,서울,중랑구,5,0,1,5,0
01,04,서울,노원구,3,0,1,2,0
01,04,서울,광진구,1,0,0,1,0
01,04,서울,강북구,2,0,1,2,0
01,04,서울,금천구,6,0,1,5,2
01,04,부산,중구,1,0,1,0,0
01,04,부산,서구,2,1,0,1,0
01,04,부산,부산진구,9,1,2,10,0
01,04,부산,동래구,1,0,0,1,0
01,04,부산,북구,2,0,1,1,0
01,04,부산,해운대구,4,0,2,1,1
01,04,부산,사하구,3,0,0,2,1
01,04,부산,금정구,2,0,1,1,4
01,04,부산,연제구,2,1,0,1,0
01,04,부산,수영구,1,0,0,1,0
01,04,부산,사상구,2,0,2,0,0
01,04,부산,기장군,2,0,1,2,0
01,04,경기,수원시,9,0,2,8,1
01,04,경기,성남시,9,0,1,8,0
01,04,경기,의정부시,4,0,1,3,0
01,04,경기,안양시,2,0,0,2,0
01,04,경기,부천시,10,0,5,4,3
01,04,경기,안산시,10,0,4,14,0
01,04,경기,평택시,8,0,1,7,2
01,04,경기,광명시,3,0,0,2,2
01,04,경기,구리시,4,0,0,7,1
01,04,경기,양주시,5,1,1,4,0
01,04,경기,화성시,9,0,2,12,0
01,04,경기,시흥시,4,0,1,3,0
01,04,경기,파주시,6,1,4,4,0
01,04,경기,고양시,13,0,1,13,3
01,04,경기,광주시,3,0,0,6,0
01,04,경기,연천군,1,0,0,1,0
01,04,경기,이천시,4,0,0,6,0
01,04,경기,용인시,12,0,1,16,2
01,04,경기,안성시,1,0,1,3,0
01,04,경기,김포시,7,0,2,10,0
01,04,경기,동두천시,3,0,0,3,0
01,04,경기,군포시,2,0,1,0,1
01,04,경기,남양주시,6,0,1,6,0
01,04,경기,오산시,3,0,1,2,0
01,04,경기,의왕시,2,0,0,2,0
01,04,경기,하남시,2,0,1,1,0
01,04,강원,춘천시,7,0,1,6,1
01,04,강원,원주시,2,0,1,2,0
01,04,강원,동해시,2,0,1,2,0
01,04,강원,강릉시,3,0,0,6,0
01,04,강원,화천군,1,0,1,1,0
01,04,강원,양양군,1,0,0,1,0
01,04,충북,청주시,6,0,0,6,0
01,04,충북,충주시,3,0,1,3,0
01,04,충북,제천시,5,0,4,2,0
01,04,충북,진천군,2,0,0,4,0
01,04,충북,괴산군,2,0,2,0,0
01,04,충북,음성군,1,0,1,2,0
01,04,충북,증평군,2,0,0,3,0
01,04,충남,천안시,6,0,1,6,0
01,04,충남,아산시,2,0,0,2,0
01,04,충남,서산시,1,0,0,1,0
01,04,충남,태안군,2,0,2,1,0
01,04,충남,청양군,2,0,1,1,0
01,04,전북,전주시,5,0,1,5,0
01,04,전북,군산시,3,0,0,8,0
01,04,전북,무주군,1,0,0,2,0
01,04,전북,익산시,1,0,0,1,0
01,04,전남,목포시,5,0,1,6,0
01,04,전남,여수시,3,0,1,4,0
01,04,전남,순천시,4,0,2,2,1
01,04,전남,광양시,2,0,0,3,0
01,04,전남,보성군,1,0,1,3,0
01,04,전남,화순군,1,0,0,3,0
01,04,전남,영암군,1,0,0,2,0
01,04,전남,완도군,1,1,0,0,0
01,04,경북,포항시,11,0,4,11,0
01,04,경북,경주시,6,0,1,8,4
01,04,경북,김천시,2,0,2,0,0
01,04,경북,안동시,3,0,1,3,0
01,04,경북,구미시,7,0,3,9,0
01,04,경북,영천시,3,0,1,4,0
01,04,경북,문경시,1,0,0,1,0
01,04,경북,청도군,3,0,2,2,0
01,04,경북,고령군,1,0,0,2,0
01,04,경북,칠곡군,2,0,0,1,1
01,04,경북,울진군,1,0,2,0,0
01,04,경북,경산시,5,0,3,6,0
01,04,경남,진주시,1,0,0,1,0
01,04,경남,통영시,3,0,0,5,0
01,04,경남,김해시,2,0,1,1,0
01,04,경남,거제시,3,0,0,3,0
01,04,경남,창녕군,1,0,1,0,0
01,04,경남,양산시,1,0,0,1,0
01,04,경남,사천시,2,0,1,3,0
01,04,경남,산청군,1,0,0,2,0
01,04,경남,합천군,1,0,1,3,0
01,04,경남,창원시(통합),6,0,3,11,0
01,04,제주,제주시,10,0,5,11,2
01,04,제주,서귀포시,4,0,1,7,0
01,04,대구,동구,5,0,1,5,0
01,04,대구,서구,5,0,2,5,0
01,04,대구,남구,3,0,0,3,1
01,04,대구,북구,4,0,3,1,0
01,04,대구,수성구,2,0,2,0,0
01,04,대구,달서구,10,0,3,12,0
01,04,대구,달성군,6,0,1,6,0
01,04,인천,중구,3,0,1,5,0
01,04,인천,미추홀구,3,0,0,4,0
01,04,인천,부평구,4,0,1,3,0
01,04,인천,남동구,7,0,4,6,0
01,04,인천,서구,7,0,1,15,0
01,04,인천,연수구,2,0,0,2,0
01,04,인천,계양구,2,0,0,3,0
01,04,광주,동구,4,0,5,4,1
01,04,광주,서구,5,0,0,6,0
01,04,광주,북구,5,0,1,9,0
01,04,광주,광산구,6,0,0,7,0
01,04,광주,남구,1,0,0,1,0
01,04,대전,동구,6,0,0,9,0
01,04,대전,중구,3,0,1,3,0
01,04,대전,서구,5,0,2,3,0
01,04,대전,유성구,4,0,0,4,0
01,04,울산,중구,2,0,0,2,0
01,04,울산,남구,3,0,2,1,0
01,04,울산,동구,2,0,0,2,0
01,04,울산,북구,2,0,1,1,0
01,04,울산,울주군,2,0,1,3,0
01,05,서울,종로구,2,0,0,3,0
01,05,서울,중구,4,0,1,4,0
01,05,서울,용산구,5,0,0,10,0
01,05,서울,성동구,3,0,0,3,0
01,05,서울,동대문구,5,0,1,6,0
01,05,서울,성북구,5,0,1,7,0
01,05,서울,도봉구,4,0,0,3,1
01,05,서울,은평구,1,0,0,1,0
01,05,서울,서대문구,1,0,1,0,0
01,05,서울,강서구,3,0,2,2,0
01,05,서울,구로구,2,0,0,3,0
01,05,서울,영등포구,7,0,0,8,1
01,05,서울,동작구,6,2,1,7,0
01,05,서울,관악구,1,0,0,1,0
01,05,서울,강남구,8,0,3,6,0
01,05,서울,강동구,2,0,0,3,0
01,05,서울,송파구,9,0,3,8,1
01,05,서울,서초구,7,0,1,5,2
01,05,서울,양천구,3,0,0,1,2
01,05,서울,중랑구,3,0,0,3,1
01,05,서울,노원구,6,0,2,5,0
01,05,서울,광진구,2,0,0,2,0
01,05,서울,금천구,2,0,1,6,0
01,05,부산,서구,2,0,1,1,0
01,05,부산,동구,4,1,1,4,0
01,05,부산,부산진구,2,0,0,4,0
01,05,부산,동래구,1,0,0,1,0
01,05,부산,북구,1,0,0,1,0
01,05,부산,해운대구,5,0,3,2,1
01,05,부산,금정구,3,0,0,4,0
01,05,부산,연제구,1,0,0,1,0
01,05,부산,사상구,2,0,1,2,0
01,05,경기,수원시,19,0,2,18,4
01,05,경기,성남시,13,0,1,15,2
01,05,경기,의정부시,6,0,2,7,5
01,05,경기,안양시,2,0,1,1,0
01,05,경기,부천시,10,0,3,7,0
01,05,경기,안산시,9,0,2,9,1
01,05,경기,평택시,9,0,2,8,3
01,05,경기,광명시,1,0,0,1,0
01,05,경기,구리시,2,0,1,0,1
01,05,경기,양주시,1,0,0,1,0
01,05,경기,여주시,3,0,0,7,0
01,05,경기,화성시,7,0,1,12,0
01,05,경기,시흥시,5,0,1,5,0
01,05,경기,파주시,8,0,3,6,0
01,05,경기,고양시,3,0,1,3,0
01,05,경기,광주시,6,0,1,7,0
01,05,경기,포천시,2,0,0,5,0
01,05,경기,가평군,1,0,0,1,0
01,05,경기,양평군,1,0,0,1,0
01,05,경기,이천시,5,0,0,6,1
01,05,경기,용인시,10,0,1,11,0
01,05,경기,안성시,1,0,0,1,0
01,05,경기,김포시,9,0,1,10,0
01,05,경기,군포시,2,0,0,3,0
01,05,경기,남양주시,3,0,1,3,0
01,05,경기,오산시,4,0,1,4,1
01,05,경기,의왕시,3,2,0,2,2
01,05,경기,하남시,5,0,1,5,0
01,05,강원,춘천시,1,0,0,2,0
01,05,강원,원주시,4,0,0,6,0
01,05,강원,강릉시,1,0,0,1,0
01,05,강원,삼척시,1,0,0,1,0
01,05,강원,횡성군,1,1,0,0,0
01,05,강원,평창군,1,0,0,3,0
01,05,강원,철원군,1,0,1,0,0
01,05,강원,고성군,1,0,1,0,0
01,05,충북,청주시,5,0,1,7,0
01,05,충북,충주시,2,0,0,2,0
01,05,충북,음성군,1,0,1,0,0
01,05,충남,천안시,4,0,0,4,0
01,05,충남,아산시,4,0,2,2,1
01,05,충남,공주시,1,0,0,1,0
01,05,충남,서산시,2,0,1,1,0
01,05,충남,태안군,1,0,0,2,0
01,05,충남,청양군,1,0,1,0,0
01,05,충남,예산군,2,0,1,1,0
01,05,전북,전주시,4,0,3,4,0
01,05,전북,군산시,3,0,1,4,0
01,05,전북,남원시,2,0,1,1,0
01,05,전북,부안군,1,0,1,0,0
01,05,전북,익산시,6,0,3,4,0
01,05,전남,목포시,2,0,1,2,0
01,05,전남,여수시,6,0,0,9,0
