발생월,발생일,시도,시군구,사고건수,사망자수,중상자수,경상자수,부상신고자수
07,13,경기,오산시,2,0,1,1,0
07,13,경기,의왕시,4,0,1,4,0
07,13,경기,하남시,3,0,0,3,0
07,13,강원,춘천시,3,0,1,3,0
07,13,강원,원주시,6,0,3,5,1
07,13,강원,동해시,1,0,0,1,0
07,13,강원,강릉시,1,0,0,2,0
07,13,강원,속초시,1,0,1,0,0
07,13,강원,홍천군,1,0,0,1,0
07,13,강원,횡성군,1,0,0,1,0
07,13,강원,철원군,1,1,0,1,0
07,13,강원,고성군,1,0,0,1,0
07,13,충북,청주시,7,0,5,11,0
07,13,충북,충주시,3,0,1,2,0
07,13,충북,제천시,2,0,2,1,0
07,13,충북,옥천군,1,0,0,2,0
07,13,충북,음성군,2,0,1,1,0
07,13,충남,천안시,6,0,3,5,0
07,13,충남,아산시,7,0,2,10,0
07,13,충남,공주시,3,0,0,4,0
07,13,충남,서산시,5,0,2,4,0
07,13,충남,논산시,2,0,2,0,0
07,13,충남,홍성군,3,0,1,2,0
07,13,충남,예산군,1,0,0,2,0
07,13,충남,당진시,2,0,0,3,0
07,13,충남,계룡시,1,0,1,2,0
07,13,전북,전주시,7,0,2,9,1
07,13,전북,군산시,3,0,0,3,0
07,13,전북,정읍시,1,0,0,4,0
07,13,전북,남원시,1,0,1,0,0
07,13,전남,목포시,7,0,0,18,0
07,13,전남,여수시,6,0,2,11,2
07,13,전남,순천시,1,0,0,3,0
07,13,전남,광양시,4,1,1,2,0
07,13,전남,화순군,1,0,0,2,0
07,13,전남,장흥군,1,0,0,2,0
07,13,전남,해남군,2,0,0,2,0
07,13,전남,영암군,1,0,0,1,0
07,13,전남,무안군,1,0,0,1,0
07,13,전남,완도군,1,0,0,1,0
07,13,경북,포항시,8,0,2,7,2
07,13,경북,경주시,2,0,0,2,0
07,13,경북,김천시,1,0,1,0,0
07,13,경북,안동시,2,0,0,3,0
07,13,경북,구미시,3,0,0,8,0
07,13,경북,상주시,2,0,1,1,0
07,13,경북,영덕군,1,0,0,1,0
07,13,경북,청도군,1,0,0,1,0
07,13,경북,성주군,1,0,0,2,0
07,13,경북,칠곡군,2,0,0,3,0
07,13,경북,봉화군,2,0,0,3,0
07,13,경북,경산시,2,0,0,4,0
07,13,경남,진주시,3,1,1,1,0
07,13,경남,통영시,1,0,0,1,0
07,13,경남,김해시,5,0,1,5,0
07,13,경남,밀양시,1,0,2,0,0
07,13,경남,합천군,1,0,1,1,0
07,13,경남,창원시(통합),5,0,1,5,0
07,13,제주,제주시,7,1,3,5,0
07,13,제주,서귀포시,3,0,2,1,0
07,13,대구,중구,1,0,1,0,0
07,13,대구,동구,2,0,1,1,0
07,13,대구,서구,1,0,0,1,0
07,13,대구,남구,1,0,0,2,0
07,13,대구,북구,7,0,2,5,1
07,13,대구,수성구,7,0,2,7,1
07,13,대구,달서구,10,0,7,5,2
07,13,대구,달성군,2,0,1,1,0
07,13,인천,미추홀구,7,0,3,4,2
07,13,인천,부평구,6,0,1,6,0
07,13,인천,남동구,6,0,0,10,0
07,13,인천,서구,1,0,1,1,0
07,13,인천,연수구,3,0,0,6,0
07,13,인천,계양구,2,0,0,2,0
07,13,광주,동구,1,0,0,2,0
07,13,광주,북구,6,0,0,8,1
07,13,광주,광산구,4,0,0,4,0
07,13,광주,남구,1,0,0,1,0
07,13,대전,동구,2,0,0,3,0
07,13,대전,중구,3,0,0,4,0
07,13,대전,서구,8,0,0,8,1
07,13,대전,유성구,8,0,1,8,1
07,13,대전,대덕구,5,0,3,3,0
07,13,울산,중구,2,0,0,2,0
07,13,울산,남구,5,0,2,3,0
07,13,울산,북구,3,0,2,0,1
07,13,울산,울주군,1,1,0,0,0
07,13,세종,세종시,4,0,1,1,2
07,14,서울,종로구,3,0,2,1,0
07,14,서울,중구,4,0,0,4,0
07,14,서울,용산구,3,0,1,2,0
07,14,서울,성동구,3,0,0,3,0
07,14,서울,동대문구,9,0,2,7,1
07,14,서울,성북구,2,0,0,2,0
07,14,서울,도봉구,1,0,0,1,0
07,14,서울,은평구,3,0,3,4,0
07,14,서울,서대문구,6,0,2,6,0
07,14,서울,마포구,5,1,0,5,0
07,14,서울,강서구,4,0,1,4,0
07,14,서울,구로구,2,0,1,1,0
07,14,서울,영등포구,8,0,3,6,1
07,14,서울,동작구,5,0,2,5,0
07,14,서울,관악구,3,1,1,1,0
07,14,서울,강남구,14,0,6,7,2
07,14,서울,강동구,6,0,3,4,0
07,14,서울,송파구,8,0,2,6,2
07,14,서울,서초구,6,0,3,5,0
07,14,서울,양천구,6,0,2,4,0
07,14,서울,중랑구,3,0,2,1,0
07,14,서울,노원구,6,0,0,6,0
07,14,서울,광진구,3,0,2,1,0
07,14,서울,강북구,8,0,5,9,0
07,14,부산,서구,2,0,0,2,0
07,14,부산,영도구,1,0,0,1,0
07,14,부산,부산진구,2,0,0,4,0
07,14,부산,남구,2,0,0,1,1
07,14,부산,북구,2,0,1,1,0
07,14,부산,해운대구,2,1,0,1,0
07,14,부산,사하구,3,0,2,5,0
07,14,부산,금정구,1,0,0,1,0
07,14,부산,연제구,2,0,1,1,0
07,14,부산,수영구,3,0,0,3,0
07,14,부산,기장군,2,0,0,2,1
07,14,경기,수원시,12,0,3,18,2
07,14,경기,성남시,11,0,3,9,3
07,14,경기,의정부시,6,0,0,9,1
07,14,경기,안양시,5,0,1,5,0
07,14,경기,부천시,8,0,0,9,0
07,14,경기,안산시,8,0,1,12,0
07,14,경기,평택시,7,1,4,7,0
07,14,경기,광명시,2,0,0,2,0
07,14,경기,구리시,4,0,0,4,0
07,14,경기,양주시,6,0,2,10,1
07,14,경기,여주시,2,0,1,3,0
07,14,경기,화성시,10,0,4,10,1
07,14,경기,시흥시,5,0,2,4,0
07,14,경기,파주시,6,0,1,4,1
07,14,경기,고양시,14,0,3,16,2
07,14,경기,광주시,10,0,1,15,0
07,14,경기,포천시,2,0,1,2,0
07,14,경기,가평군,2,0,1,2,0
07,14,경기,양평군,2,0,0,1,1
07,14,경기,이천시,5,0,0,6,0
07,14,경기,용인시,8,0,1,18,0
07,14,경기,안성시,1,0,0,2,0
07,14,경기,김포시,5,0,0,5,0
07,14,경기,동두천시,2,0,0,2,0
07,14,경기,군포시,1,0,0,1,0
07,14,경기,남양주시,8,0,3,10,0
07,14,경기,오산시,3,0,1,2,2
07,14,경기,의왕시,2,0,0,1,1
07,14,경기,하남시,2,0,1,1,0
07,14,강원,춘천시,6,0,2,11,1
07,14,강원,원주시,5,0,0,8,0
07,14,강원,강릉시,2,0,0,4,0
07,14,강원,속초시,1,0,1,0,0
07,14,강원,삼척시,2,0,1,1,0
07,14,강원,홍천군,1,0,0,2,0
07,14,강원,영월군,1,0,0,0,1
07,14,강원,고성군,2,0,0,2,0
07,14,충북,청주시,7,0,1,6,1
07,14,충북,충주시,2,0,0,2,0
07,14,충북,제천시,2,0,0,3,0
07,14,충북,영동군,1,0,1,0,0
07,14,충북,진천군,1,0,1,1,0
07,14,충북,음성군,1,0,0,2,0
07,14,충남,천안시,16,0,2,16,1
07,14,충남,아산시,5,0,2,3,0
07,14,충남,보령시,4,0,3,2,0
07,14,충남,공주시,1,0,0,1,0
07,14,충남,서산시,2,0,2,2,0
07,14,충남,서천군,1,0,0,1,0
07,14,충남,청양군,1,0,0,1,0
07,14,충남,예산군,1,0,0,1,0
07,14,충남,계룡시,1,0,0,1,0
07,14,전북,전주시,6,0,3,5,0
07,14,전북,군산시,3,0,0,3,0
07,14,전북,남원시,1,0,0,1,0
07,14,전북,김제시,1,0,0,2,0
07,14,전북,무주군,1,0,1,0,0
07,14,전북,부안군,2,0,2,1,0
07,14,전남,목포시,4,0,2,4,0
07,14,전남,여수시,5,0,2,3,0
07,14,전남,순천시,6,0,0,12,0
07,14,전남,나주시,3,0,1,4,0
07,14,전남,광양시,1,0,0,1,0
07,14,전남,보성군,2,0,0,2,0
07,14,전남,화순군,2,0,0,2,0
07,14,전남,강진군,1,0,0,1,0
07,14,전남,영암군,4,0,2,4,0
07,14,전남,무안군,1,0,0,1,0
07,14,전남,영광군,1,1,0,0,0
07,14,경북,포항시,7,0,1,8,1
07,14,경북,경주시,3,0,2,1,0
07,14,경북,김천시,3,0,1,3,0
07,14,경북,구미시,6,0,3,6,0
07,14,경북,영주시,1,0,0,1,0
07,14,경북,영천시,3,0,2,4,0
07,14,경북,문경시,2,0,1,0,1
07,14,경북,상주시,1,1,0,0,0
07,14,경북,영양군,1,0,0,1,0
07,14,경북,청도군,2,0,0,1,1
07,14,경북,고령군,1,0,0,3,0
07,14,경북,성주군,1,0,0,1,0
07,14,경북,칠곡군,2,0,0,1,1
07,14,경북,울진군,1,0,1,2,0
07,14,경북,울릉군,1,0,0,3,0
07,14,경북,경산시,2,0,2,0,0
07,14,경남,진주시,1,0,1,0,0
07,14,경남,통영시,1,0,0,2,0
07,14,경남,김해시,10,0,3,10,2
07,14,경남,거제시,1,0,1,0,0
07,14,경남,의령군,2,0,0,2,0
07,14,경남,창녕군,1,0,1,0,0
07,14,경남,양산시,6,0,3,5,1
07,14,경남,고성군,1,0,0,2,0
07,14,경남,사천시,1,0,1,3,0
07,14,경남,남해군,2,0,1,0,1
07,14,경남,거창군,1,0,1,0,0
07,14,경남,창원시(통합),4,0,1,3,1
07,14,제주,제주시,15,0,3,15,2
07,14,제주,서귀포시,8,0,2,15,1
07,14,대구,중구,1,0,0,1,0
07,14,대구,동구,4,0,2,3,1
07,14,대구,서구,2,0,2,1,0
07,14,대구,남구,3,0,0,4,1
07,14,대구,북구,4,0,1,3,0
07,14,대구,수성구,5,0,0,8,1
07,14,대구,달서구,9,0,5,7,0
07,14,대구,달성군,4,0,0,9,0
07,14,인천,중구,6,0,1,5,0
07,14,인천,미추홀구,3,0,1,3,1
07,14,인천,부평구,7,0,2,5,1
07,14,인천,남동구,10,0,2,13,0
07,14,인천,서구,4,0,1,4,0
07,14,인천,연수구,1,0,0,1,0
07,14,인천,계양구,1,0,0,1,0
07,14,인천,옹진군,1,0,0,2,0
07,14,광주,동구,1,0,0,1,0
07,14,광주,서구,4,0,1,6,0
07,14,광주,북구,7,0,0,11,1
07,14,광주,광산구,12,3,1,11,1
07,14,광주,남구,6,0,2,6,0
07,14,대전,동구,3,0,1,4,0
07,14,대전,중구,2,0,1,2,0
07,14,대전,서구,9,0,3,8,0
07,14,대전,유성구,4,0,0,9,0
07,14,대전,대덕구,3,0,0,6,0
07,14,울산,남구,1,0,0,1,0
07,14,울산,북구,2,0,0,2,0
07,14,울산,울주군,3,0,2,3,0
07,14,세종,세종시,2,0,0,1,1
07,15,서울,종로구,6,0,1,5,0
07,15,서울,중구,1,0,0,1,0
07,15,서울,용산구,5,0,0,5,0
07,15,서울,성동구,3,0,1,2,0
07,15,서울,동대문구,5,0,2,4,0
07,15,서울,성북구,6,0,2,5,0
07,15,서울,도봉구,1,0,0,0,1
07,15,서울,은평구,5,0,0,6,0
07,15,서울,서대문구,1,0,0,0,1
07,15,서울,강서구,7,0,1,6,1
07,15,서울,구로구,5,0,1,5,1
07,15,서울,영등포구,8,0,1,8,1
07,15,서울,동작구,4,0,2,4,1
07,15,서울,관악구,1,0,0,2,0
07,15,서울,강남구,12,0,3,13,0
07,15,서울,강동구,5,0,2,6,0
07,15,서울,송파구,12,0,3,11,0
07,15,서울,서초구,7,0,0,9,2
07,15,서울,양천구,3,0,0,3,0
07,15,서울,중랑구,6,0,3,4,1
07,15,서울,노원구,2,0,1,1,0
07,15,서울,광진구,2,0,2,1,0
07,15,서울,강북구,4,0,1,2,1
07,15,서울,금천구,2,0,0,2,1
07,15,부산,서구,2,0,1,1,0
07,15,부산,동구,2,0,0,2,0
07,15,부산,부산진구,5,0,3,1,1
07,15,부산,동래구,1,0,0,1,0
07,15,부산,남구,3,0,1,1,1
07,15,부산,북구,1,0,0,1,0
07,15,부산,해운대구,3,0,0,4,0
07,15,부산,사하구,2,0,1,1,0
07,15,부산,금정구,4,0,1,3,0
07,15,부산,강서구,3,0,0,3,0
07,15,부산,연제구,3,0,1,2,0
07,15,부산,수영구,3,0,2,3,0
07,15,부산,사상구,4,0,2,3,0
07,15,부산,기장군,1,0,0,1,0
07,15,경기,수원시,7,0,4,3,1
07,15,경기,성남시,16,0,4,14,5
07,15,경기,의정부시,5,0,0,4,1
07,15,경기,안양시,6,0,3,3,1
07,15,경기,부천시,10,1,2,12,0
07,15,경기,안산시,6,0,0,7,1
07,15,경기,평택시,9,1,3,9,0
07,15,경기,광명시,1,0,0,0,1
07,15,경기,구리시,6,0,3,6,0
07,15,경기,양주시,4,0,3,4,0
07,15,경기,여주시,1,0,0,1,0
07,15,경기,화성시,9,0,2,11,1
07,15,경기,시흥시,6,0,1,6,1
07,15,경기,파주시,11,0,1,13,3
07,15,경기,고양시,13,0,4,13,2
07,15,경기,광주시,7,0,0,9,0
07,15,경기,포천시,2,0,0,3,0
07,15,경기,가평군,2,0,0,1,2
07,15,경기,양평군,2,0,1,1,0
07,15,경기,이천시,5,0,0,5,0
07,15,경기,용인시,17,0,1,21,2
07,15,경기,안성시,1,0,0,1,0
07,15,경기,김포시,6,0,1,6,1
07,15,경기,동두천시,2,0,0,3,0
07,15,경기,과천시,1,0,0,1,0
07,15,경기,남양주시,5,0,0,8,0
07,15,경기,오산시,2,0,1,1,0
07,15,경기,의왕시,1,0,1,0,0
07,15,경기,하남시,7,0,1,4,2
07,15,강원,춘천시,4,0,1,5,1
07,15,강원,원주시,8,0,1,9,0
07,15,강원,강릉시,4,0,1,3,0
07,15,강원,속초시,2,0,0,2,0
07,15,강원,태백시,1,0,0,2,0
07,15,강원,횡성군,1,0,0,1,0
07,15,강원,영월군,2,0,1,0,1
07,15,강원,평창군,1,1,1,0,0
07,15,강원,정선군,2,0,3,1,0
07,15,강원,양구군,1,0,0,1,0
07,15,충북,청주시,7,0,2,13,0
07,15,충북,충주시,6,0,1,9,0
07,15,충북,제천시,4,0,0,5,0
07,15,충북,영동군,1,0,1,0,0
07,15,충북,단양군,1,0,0,3,0
07,15,충남,천안시,7,0,1,7,1
07,15,충남,아산시,7,0,1,8,1
07,15,충남,공주시,1,0,1,1,0
07,15,충남,서산시,2,1,0,0,1
07,15,충남,부여군,1,0,0,2,0
07,15,충남,서천군,1,0,0,2,0
07,15,충남,예산군,3,0,3,2,0
07,15,충남,당진시,2,0,2,2,0
07,15,전북,전주시,4,0,1,4,0
07,15,전북,군산시,2,0,2,0,0
07,15,전북,김제시,2,0,1,1,0
07,15,전북,진안군,1,0,0,1,0
07,15,전북,장수군,1,0,0,1,0
07,15,전북,부안군,1,0,0,1,0
07,15,전북,익산시,2,0,1,1,0
07,15,전남,목포시,6,0,0,7,0
07,15,전남,여수시,3,0,3,3,0
07,15,전남,순천시,6,0,1,9,0
07,15,전남,나주시,4,1,0,7,0
07,15,전남,광양시,2,0,0,3,0
07,15,전남,곡성군,2,0,0,4,0
07,15,전남,보성군,1,0,0,1,0
07,15,전남,해남군,2,0,1,1,0
07,15,전남,영암군,1,0,0,3,0
07,15,전남,무안군,1,0,0,2,0
07,15,전남,함평군,1,0,0,1,0
07,15,경북,포항시,7,0,2,6,0
07,15,경북,경주시,8,0,0,9,1
07,15,경북,김천시,2,0,2,0,0
07,15,경북,안동시,3,0,1,3,0
07,15,경북,구미시,3,0,2,3,0
07,15,경북,영천시,2,0,2,1,1
07,15,경북,문경시,3,0,1,3,0
07,15,경북,상주시,2,0,0,2,0
07,15,경북,군위군,1,0,1,2,0
07,15,경북,성주군,1,0,1,0,0
07,15,경북,칠곡군,2,0,0,5,0
07,15,경북,울진군,1,0,2,2,0
07,15,경북,경산시,2,0,0,3,0
07,15,경남,진주시,1,0,1,0,0
07,15,경남,김해시,6,0,2,5,0
07,15,경남,밀양시,1,0,0,1,0
07,15,경남,거제시,1,0,4,4,0
07,15,경남,양산시,4,0,2,5,0
07,15,경남,고성군,1,0,0,1,0
07,15,경남,사천시,2,0,1,1,0
07,15,경남,남해군,1,0,0,0,2
07,15,경남,산청군,1,0,0,2,0
07,15,경남,함양군,1,1,0,0,0
07,15,경남,창원시(통합),12,0,2,12,2
07,15,제주,제주시,10,0,2,9,3
07,15,제주,서귀포시,3,0,0,6,1
07,15,대구,중구,5,0,2,5,1
07,15,대구,동구,5,0,0,8,0
07,15,대구,서구,3,0,1,4,0
07,15,대구,남구,2,0,0,3,0
07,15,대구,북구,6,1,1,6,1
07,15,대구,수성구,5,0,1,4,1
07,15,대구,달서구,12,0,2,12,0
07,15,대구,달성군,1,0,0,2,0
07,15,인천,중구,2,0,1,2,0
07,15,인천,미추홀구,3,0,0,3,1
07,15,인천,부평구,6,0,3,3,0
07,15,인천,남동구,4,0,0,5,0
07,15,인천,서구,7,0,2,7,0
07,15,인천,연수구,3,0,1,5,0
07,15,인천,계양구,1,0,1,0,0
07,15,광주,동구,2,0,0,2,0
07,15,광주,서구,6,0,0,7,1
07,15,광주,북구,5,0,0,8,0
07,15,광주,광산구,9,0,0,11,0
07,15,광주,남구,6,0,1,6,1
07,15,대전,동구,2,0,0,2,0
07,15,대전,중구,2,0,1,2,0
07,15,대전,서구,4,0,2,2,0
07,15,대전,유성구,6,0,1,6,0
07,15,대전,대덕구,1,0,0,1,0
07,15,울산,중구,1,0,0,1,0
07,15,울산,남구,2,0,2,1,0
07,15,울산,동구,2,0,0,2,0
07,15,울산,북구,4,0,2,5,0
07,15,울산,울주군,1,0,1,2,0
07,15,세종,세종시,4,0,2,2,0
07,16,서울,종로구,5,0,2,3,1
07,16,서울,중구,1,0,1,0,0
07,16,서울,용산구,3,0,0,5,0
07,16,서울,성동구,3,0,0,4,0
07,16,서울,동대문구,4,0,0,4,0
07,16,서울,성북구,2,0,2,0,0
07,16,서울,도봉구,1,0,0,2,0
07,16,서울,은평구,2,1,1,0,0
07,16,서울,서대문구,5,0,1,4,0
07,16,서울,마포구,2,0,0,2,0
07,16,서울,강서구,4,0,1,5,0
07,16,서울,구로구,1,0,1,0,0
07,16,서울,영등포구,5,0,1,4,1
07,16,서울,동작구,4,0,0,3,1
07,16,서울,관악구,3,0,2,2,0
07,16,서울,강남구,12,0,0,18,0
07,16,서울,강동구,1,0,1,0,0
07,16,서울,송파구,11,0,1,16,1
07,16,서울,서초구,3,0,1,2,0
07,16,서울,양천구,3,0,1,4,0
07,16,서울,중랑구,3,0,0,3,2
07,16,서울,강북구,4,0,2,3,1
07,16,서울,금천구,5,0,3,4,0
07,16,부산,중구,2,0,0,1,1
07,16,부산,서구,3,0,3,5,0
07,16,부산,동구,3,0,1,2,0
07,16,부산,부산진구,5,0,1,4,2
07,16,부산,동래구,1,0,0,2,0
07,16,부산,남구,2,0,0,3,0
07,16,부산,북구,1,0,1,0,0
07,16,부산,해운대구,2,0,1,1,0
07,16,부산,사하구,5,0,1,4,0
07,16,부산,금정구,3,0,2,2,0
07,16,부산,수영구,1,0,0,1,0
07,16,부산,사상구,1,0,0,1,0
07,16,부산,기장군,5,0,3,2,0
07,16,경기,수원시,20,0,7,25,0
07,16,경기,성남시,7,0,2,13,1
07,16,경기,의정부시,5,0,3,7,0
07,16,경기,안양시,1,0,0,2,0
07,16,경기,부천시,6,0,2,3,1
07,16,경기,안산시,9,0,2,9,1
07,16,경기,평택시,13,0,8,11,3
07,16,경기,광명시,1,0,0,0,1
07,16,경기,구리시,4,0,1,6,0
07,16,경기,양주시,1,0,0,2,0
07,16,경기,여주시,1,0,0,2,0
07,16,경기,화성시,8,0,3,9,3
07,16,경기,시흥시,7,0,2,9,0
07,16,경기,파주시,8,0,1,5,2
07,16,경기,고양시,11,1,1,13,1
07,16,경기,광주시,2,0,0,2,0
07,16,경기,연천군,1,0,0,1,0
07,16,경기,포천시,3,0,3,3,0
07,16,경기,가평군,1,0,0,5,0
07,16,경기,양평군,3,1,0,4,0
07,16,경기,이천시,2,0,0,2,0
07,16,경기,용인시,11,0,0,15,2
07,16,경기,안성시,2,0,0,2,0
07,16,경기,김포시,3,0,2,2,0
07,16,경기,과천시,1,0,0,0,1
07,16,경기,군포시,1,0,0,1,0
07,16,경기,남양주시,6,0,2,3,1
07,16,경기,오산시,3,0,1,2,0
07,16,경기,하남시,3,0,1,4,0
07,16,강원,춘천시,1,0,0,1,0
07,16,강원,원주시,3,0,1,4,0
07,16,강원,동해시,3,0,1,3,0
07,16,강원,강릉시,2,0,0,5,0
07,16,강원,속초시,1,0,0,2,0
07,16,강원,태백시,2,0,1,2,0
07,16,강원,삼척시,3,0,0,6,0
07,16,강원,홍천군,1,1,0,0,0
07,16,강원,평창군,3,0,4,2,0
07,16,강원,양양군,1,0,0,1,0
07,16,충북,청주시,10,0,1,12,0
07,16,충북,충주시,3,0,3,3,0
07,16,충북,제천시,3,0,0,5,1
07,16,충북,진천군,2,0,1,3,0
07,16,충북,괴산군,2,0,2,0,0
07,16,충북,단양군,1,0,0,2,0
07,16,충남,천안시,7,1,0,11,0
07,16,충남,아산시,2,0,1,6,0
07,16,충남,공주시,2,0,0,3,0
07,16,충남,서산시,1,0,1,1,0
07,16,충남,태안군,1,0,0,2,0
07,16,충남,논산시,1,0,1,0,0
07,16,충남,당진시,1,0,0,2,0
07,16,전북,전주시,7,0,1,11,1
07,16,전북,군산시,1,0,0,5,0
07,16,전북,무주군,1,0,0,2,0
07,16,전북,순창군,1,1,0,0,0
07,16,전북,고창군,1,0,0,2,0
07,16,전북,익산시,1,0,0,1,0
07,16,전남,목포시,4,0,1,9,3
07,16,전남,여수시,4,0,0,4,0
07,16,전남,순천시,5,0,2,6,1
07,16,전남,나주시,2,0,0,2,0
07,16,전남,광양시,5,0,3,4,1
07,16,전남,고흥군,3,0,1,4,0
07,16,전남,화순군,1,0,1,1,0
07,16,전남,해남군,2,0,0,2,0
07,16,전남,영암군,2,0,1,1,0
07,16,전남,무안군,1,0,0,1,0
07,16,전남,완도군,1,0,1,1,0
07,16,전남,진도군,1,0,1,0,0
07,16,경북,포항시,10,0,1,20,0
07,16,경북,경주시,8,0,1,10,0
07,16,경북,김천시,2,0,1,1,0
07,16,경북,안동시,1,0,0,1,0
07,16,경북,구미시,4,0,1,5,0
07,16,경북,영천시,1,0,1,2,0
07,16,경북,의성군,1,0,2,0,0
07,16,경북,영덕군,1,0,2,0,0
07,16,경북,성주군,2,0,0,5,0
07,16,경북,칠곡군,1,0,1,1,0
07,16,경북,울릉군,1,0,0,1,0
07,16,경북,경산시,2,0,0,3,0
07,16,경남,진주시,1,0,1,0,0
07,16,경남,통영시,4,0,1,7,0
07,16,경남,김해시,2,0,0,2,0
07,16,경남,밀양시,1,0,0,2,0
07,16,경남,거제시,1,0,0,4,0
07,16,경남,함안군,1,0,1,0,0
07,16,경남,양산시,4,0,0,2,2
07,16,경남,사천시,2,0,0,6,0
07,16,경남,남해군,1,0,0,2,0
07,16,경남,산청군,1,0,0,1,0
07,16,경남,함양군,1,0,2,2,0
07,16,경남,거창군,1,0,1,0,0
07,16,경남,창원시(통합),7,0,1,7,1
07,16,제주,제주시,9,0,2,6,3
07,16,제주,서귀포시,2,0,0,2,0
07,16,대구,중구,1,0,0,1,0
07,16,대구,동구,2,0,0,2,0
07,16,대구,서구,2,0,0,2,0
07,16,대구,남구,3,0,0,4,0
07,16,대구,북구,8,0,2,16,1
07,16,대구,수성구,6,0,1,9,0
07,16,대구,달서구,3,0,4,0,1
07,16,대구,달성군,4,0,1,7,0
07,16,인천,중구,2,0,1,1,0
07,16,인천,미추홀구,5,0,2,3,0
07,16,인천,부평구,5,0,1,3,1
07,16,인천,남동구,3,0,0,4,0
07,16,인천,연수구,2,0,0,3,0
07,16,광주,동구,4,1,1,3,0
07,16,광주,서구,5,0,0,7,0
07,16,광주,북구,6,0,0,9,4
07,16,광주,광산구,4,0,1,5,0
07,16,광주,남구,1,0,0,1,0
07,16,대전,동구,3,0,1,2,0
07,16,대전,중구,3,0,0,5,0
07,16,대전,서구,5,0,1,4,0
07,16,대전,유성구,4,0,1,6,0
07,16,대전,대덕구,5,0,3,2,0
07,16,울산,중구,1,0,0,2,0
07,16,울산,남구,2,1,0,2,0
07,16,울산,동구,1,0,0,1,0
07,16,울산,북구,4,0,0,8,0
07,16,세종,세종시,2,0,2,2,0
07,17,서울,종로구,4,0,2,2,1
07,17,서울,중구,1,0,1,0,0
07,17,서울,용산구,4,0,0,6,0
07,17,서울,성동구,2,0,2,4,0
07,17,서울,동대문구,6,0,3,3,0
07,17,서울,성북구,1,0,0,2,0
07,17,서울,도봉구,2,0,2,0,0
07,17,서울,은평구,4,0,0,4,0
07,17,서울,마포구,3,0,0,6,0
07,17,서울,강서구,6,0,0,5,1
07,17,서울,구로구,4,0,0,7,0
07,17,서울,영등포구,4,0,4,2,0
07,17,서울,동작구,2,0,2,0,0
07,17,서울,관악구,3,0,1,2,0
07,17,서울,강남구,11,0,3,12,1
07,17,서울,강동구,2,0,0,6,0
07,17,서울,송파구,3,0,2,2,0
07,17,서울,서초구,4,0,3,2,0
07,17,서울,양천구,2,0,1,5,0
07,17,서울,중랑구,1,0,0,0,1
07,17,서울,노원구,2,0,0,3,0
07,17,서울,광진구,1,0,0,2,0
07,17,서울,강북구,3,0,1,2,0
07,17,서울,금천구,5,0,1,3,1
07,17,부산,동구,1,0,0,2,0
07,17,부산,부산진구,3,1,1,1,0
07,17,부산,동래구,1,0,1,3,0
07,17,부산,남구,1,0,0,1,0
07,17,부산,북구,3,0,0,4,0
07,17,부산,해운대구,2,0,0,2,1
07,17,부산,사하구,2,0,0,3,0
07,17,부산,금정구,3,0,1,3,1
07,17,부산,강서구,1,0,2,0,0
07,17,부산,연제구,1,0,0,1,0
07,17,부산,수영구,2,0,0,2,0
07,17,경기,수원시,13,0,0,18,1
07,17,경기,성남시,5,0,2,5,1
07,17,경기,의정부시,4,0,1,6,0
07,17,경기,안양시,3,0,2,1,1
07,17,경기,부천시,8,0,1,6,2
07,17,경기,안산시,8,0,2,7,2
07,17,경기,평택시,5,0,3,4,1
07,17,경기,광명시,1,0,0,1,0
07,17,경기,구리시,1,0,0,2,0
07,17,경기,양주시,5,1,1,7,0
07,17,경기,여주시,2,0,1,4,0
07,17,경기,화성시,3,0,1,4,0
07,17,경기,시흥시,7,0,1,7,6
07,17,경기,파주시,4,0,0,6,0
07,17,경기,고양시,7,0,1,7,1
07,17,경기,광주시,2,0,0,7,0
07,17,경기,포천시,1,0,0,1,0
07,17,경기,가평군,2,0,0,2,0
07,17,경기,이천시,3,0,1,8,0
07,17,경기,용인시,6,0,2,35,2
07,17,경기,안성시,1,1,1,0,0
07,17,경기,김포시,3,0,2,5,0
07,17,경기,과천시,1,0,0,3,0
07,17,경기,군포시,1,0,0,0,1
07,17,경기,남양주시,7,0,3,10,2
07,17,경기,오산시,2,0,1,2,0
07,17,경기,의왕시,1,0,0,2,0
07,17,경기,하남시,5,0,1,9,0
07,17,강원,춘천시,1,0,0,1,0
07,17,강원,원주시,2,0,1,2,0
07,17,강원,강릉시,2,0,1,1,0
07,17,강원,속초시,3,0,1,2,0
07,17,강원,삼척시,1,0,1,0,0
07,17,강원,홍천군,1,0,0,1,0
07,17,강원,평창군,1,0,0,1,0
07,17,강원,정선군,1,0,0,1,0
07,17,강원,철원군,1,0,1,0,0
07,17,강원,양양군,1,0,0,2,0
07,17,충북,청주시,8,0,3,15,0
07,17,충북,충주시,2,0,2,0,0
07,17,충북,제천시,3,0,1,9,1
07,17,충북,보은군,1,0,1,0,0
07,17,충북,진천군,2,0,0,3,0
07,17,충북,음성군,1,1,1,0,0
07,17,충북,증평군,2,0,0,2,0
07,17,충남,천안시,4,0,0,5,0
07,17,충남,아산시,4,0,2,2,0
07,17,충남,보령시,1,0,0,1,0
07,17,충남,공주시,2,0,1,1,0
